Entry	Gene names
D6RBL0	TMEM165
D6RD79	TMEM165
Q9HC07	TMEM165 TPARL
V9GY93	TMEM165
V9GYC8	TMEM165
O14949	UQCRQ
A0A1W2PNR9	IER3IP1
Q9Y5U9	IER3IP1 HSPC039
Q9UHD9	UBQLN2 N4BP4 PLIC2 HRIHFB2157
J3QQY4	OAZ1
K7EPM6	OAZ1
K7ERW1	OAZ1
P54368	OAZ1 OAZ
Q2M222	OAZ1 hCG_22710
A0A087WTS8	HSPA4
A0A087WYC1	HSPA4
P34932	HSPA4 APG2
A0A087X0R6	SNX12
Q3SYF1	SNX12 hCG_1990496
Q9UMY4	SNX12
A0A0A0MSB2	FSCN1
C9JFC0	FSCN1
C9JPH9	FSCN1
Q16658	FSCN1 FAN1 HSN SNL
A0A024R6K8	WARS hCG_25017
G3V227	WARS
G3V277	WARS
G3V2C0	WARS
G3V2F2	WARS
G3V2Y7	WARS
G3V313	WARS
G3V339	WARS
G3V3H8	WARS
G3V3P2	WARS
G3V3R3	WARS
G3V3S7	WARS
G3V3X0	WARS
G3V3Y5	WARS
G3V423	WARS
G3V456	WARS
G3V4A3	WARS
G3V4C7	WARS
G3V4N0	WARS
G3V4N8	WARS
G3V4Q0	WARS
G3V4S4	WARS
G3V5H5	WARS
G3V5U1	WARS
G3V5W1	WARS
H0YJP3	WARS
P23381	WARS IFI53 WRS
P78534	WARS
P31689	DNAJA1 DNAJ2 HDJ2 HSJ2 HSPF4
Q9BTT4	MED10 L6 TRG17 TRG20
H0Y614	UFM1
P61960	UFM1 C13orf20 BM-002
C9JL41	LUC7L3
D6RDI2	LUC7L3
D6RHH0	LUC7L3
E7EN55	LUC7L3
H0YA81	LUC7L3
H0YAR4	LUC7L3
H0YAX1	LUC7L3
H0YAY6	LUC7L3
H0YBV7	LUC7L3
H7C5U7	LUC7L3
J3KPP4	LUC7L3 CROP hCG_27416
O95232	LUC7L3 CREAP1 CROP O48
U3KQT3	LUC7L3
P03928	MT-ATP8 ATP8 ATPASE8 MTATP8
K7EPL2	UBA2
K7ES38	UBA2
K7ESK7	UBA2
Q9UBT2	UBA2 SAE2 UBLE1B HRIHFB2115
U3KQ55	UBA2
U3KQ93	UBA2
A6NE76	CUL4B
K4DI93	CUL4B hCG_40765
Q13620	CUL4B KIAA0695
B4DPA3	CRTAP hCG_1996245
C9JP16	CRTAP
O75718	CRTAP CASP
E5RHA8	RBM22
E5RJW4	RBM22
Q9NW64	RBM22 ZC3H16 199G4
D3DTW2	UBE2Z hCG_27511
D6RB11	UBE2Z
H0Y9X8	UBE2Z
I3L286	UBE2Z
I3L3V3	UBE2Z
I3L4C5	UBE2Z
Q9H832	UBE2Z HOYS7
A0A087WVY3	RFC2
B5BUD2	RFC2
F8WC37	RFC2
F8WDC9	RFC2
H7C596	RFC2
H7C5A0	RFC2
H7C5G4	RFC2
H7C5P1	RFC2
H7C5P4	RFC2
H7C5Q7	RFC2
H7C5S7	RFC2
P35250	RFC2
Q75MT5	RFC2 hCG_18034
A0A0A6YYJ8	LUC7L2
F8WEU3	LUC7L2
Q9Y383	LUC7L2 CGI-59 CGI-74
V9GZ75	LUC7L2
P49189	ALDH9A1 ALDH4 ALDH7 ALDH9
C9JIW6	DCBLD2
Q96IX0	DCBLD2
Q96PD2	DCBLD2 CLCP1 ESDN
A0A0S2Z3P4	FGFR1
A0A0S2Z3P8	FGFR1
A0A0S2Z3Q6	FGFR1 hCG_23105
A0A0S2Z3T4	FGFR1 hCG_23105
A0A0S2Z3T9	FGFR1
A0A1B0RPQ4	FGFR1
A0A1V1G4T2	FGFR1
A0A1V1G971	FGFR1
A0A3B3ISD1	FGFR1
B5A958	FGFR1
B5A959	FGFR1
C1KBH7	FGFR1
C9J1L5	FGFR1
C9J205	FGFR1
D3DSX2	FGFR1 hCG_23105
D3DSX4	FGFR1 hCG_23105
E7EU09	FGFR1
E9PKF2	FGFR1
E9PKV7	FGFR1
E9PKX3	FGFR1
E9PN14	FGFR1
E9PNM3	FGFR1
E9PQ40	FGFR1
H0YE20	FGFR1
P11362	FGFR1 BFGFR CEK FGFBR FLG FLT2 HBGFR
F8VSA6	NEDD8
Q15843	NEDD8
Q96L81	NEDD8
A0A0S2Z3C0	ACTN4
A0A0S2Z3G1	ACTN4
A0A0S2Z3G9	ACTN4
A0A0S2Z3X3	ACTN4
F5GXS2	ACTN4
H7C144	ACTN4
K7EJH8	ACTN4
K7EP19	ACTN4
O43707	ACTN4
Q96BG6	ACTN4
O75306	NDUFS2
Q9HC11	NDUFS2
Q9HC12	NDUFS2
A0A087WVM4	MTHFD1L
B7ZM99	MTHFD1L
H0Y327	MTHFD1L
Q4VXM0	MTHFD1L
Q4VXM1	MTHFD1L
Q4VXV2	MTHFD1L
Q5JYA3	MTHFD1L
Q5JYA8	MTHFD1L
Q6UB35	MTHFD1L FTHFSDC1
E9PHH3	SDC1
F8WCX9	SDC1
H7C1K4	SDC1
P18827	SDC1 SDC
C9JMP5	NABP2
C9JT95	NABP2
Q9BQ15	NABP2 OBFC2B SSB1 LP3587
A0A024R9D9	ENY2 hCG_1781704
E5RHT9	ENY2
E5RHX8	ENY2
E5RI00	ENY2
E5RJ84	ENY2
J3KNT2	ENY2
Q9NPA8	ENY2 DC6
C9IZE6	NECTIN3
C9J795	NECTIN3
C9JMW3	NECTIN3
H7C4L0	NECTIN3
H7C5G5	NECTIN3
Q9NQS3	NECTIN3 PRR3 PVRL3
B8ZZC8	METTL5
B8ZZE3	METTL5 hCG_2005083
B8ZZY8	METTL5
E7EMN2	METTL5
F5H4E8	METTL5
H0YFV5	METTL5
H7C0M7	METTL5
Q9NRN9	METTL5 DC3 HSPC133
A0A024QZW2	NOL7 hCG_37417
H7C2B1	NOL7
Q9UMY1	NOL7 C6orf90 NOP27
P30050	RPL12
B1ALY4	PTBP3
O95758	PTBP3 ROD1
X6R242	PTBP3
L8E999	FPGS
Q05932	FPGS
Q5JU20	FPGS
Q5JU21	FPGS
Q5JU23	FPGS
Q96DJ6	FPGS
Q96DJ7	FPGS
Q96LE3	FPGS
Q96LE4	FPGS
A0N9R6	IGF2R igf2R
A0N9R7	IGF2R
A0N9R9	IGF2R
P11717	IGF2R MPRI
Q13660	IGF2R mannose 6-phosphate
Q13661	IGF2R mannose 6-phosphate
S4R328	IGF2R
A0A024RB72	COPZ1 hCG_2017593
F8VUC5	COPZ1
F8VVA7	COPZ1
F8VXB1	COPZ1
F8VXR1	COPZ1
F8VYE0	COPZ1
F8VYK5	COPZ1
F8VYZ4	COPZ1
F8W156	COPZ1
F8W651	COPZ1
L0R4W7	COPZ1
P61923	COPZ1 COPZ CGI-120 HSPC181
F5H0W7	NUP85
J3KRC0	NUP85
J3KS87	NUP85
J3KSH3	NUP85
J3KT10	NUP85
J3KTC7	NUP85
J3QL49	NUP85
J3QL54	NUP85
J3QL91	NUP85
J3QLD4	NUP85
J3QLH0	NUP85
J3QLV0	NUP85
J3QRY3	NUP85
J3QS63	NUP85
Q9BW27	NUP85 NUP75 PCNT1
E9PI82	NPEPPS
E9PJ74	NPEPPS
E9PJF9	NPEPPS
E9PJY4	NPEPPS
E9PLK3	NPEPPS
E9PP11	NPEPPS
E9PPD4	NPEPPS
E9PPZ2	NPEPPS
E9PRQ5	NPEPPS
H0YCQ5	NPEPPS
H0YDG0	NPEPPS
P55786	NPEPPS PSA
B8ZZQ4	PTCD3
F8WBP9	PTCD3
F8WE76	PTCD3
Q96EY7	PTCD3 MRPS39 TRG15
A0A087X0T8	CADM1
A0A087X1W8	CADM1
A0A0A0MTJ8	CADM1
A0A4Z1	CADM1
F5H0H5	CADM1
F5H125	CADM1
F5H372	CADM1
F5H8J9	CADM1
H0YG94	CADM1
H1ZZW3	CADM1
H1ZZW4	CADM1
H1ZZW5	CADM1
H1ZZW6	CADM1
Q9BY67	CADM1 IGSF4 IGSF4A NECL2 SYNCAM TSLC1
X5D7A8	CADM1
X5D8W0	CADM1
X5DNF2	CADM1
X5DQR8	CADM1
X5DQS5	CADM1
F5GYJ8	OTUB1
F5GYN4	OTUB1
F5H3F0	OTUB1
F5H4F3	OTUB1
F5H6Q1	OTUB1
J3KR44	OTUB1
Q96FW1	OTUB1 OTB1 OTU1 HSPC263
C9J286	CPSF7
C9J323	CPSF7
C9JM38	CPSF7
F5GXA3	CPSF7
F5H047	CPSF7
F5H1W4	CPSF7
F5H2K8	CPSF7
F5H5B7	CPSF7
F5H669	CPSF7
F5H6A8	CPSF7
F5H6M0	CPSF7
F5H6P5	CPSF7
J3QT54	CPSF7
Q8N684	CPSF7
D6RAF8	HNRNPD
D6RBP9	HNRNPD
D6RBQ9	HNRNPD
D6RD83	HNRNPD
D6RF44	HNRNPD
H0Y8G5	HNRNPD
H0YA96	HNRNPD
Q14103	HNRNPD AUF1 HNRPD
H7C4F6	KPNA4
O00629	KPNA4 QIP1
Q96IJ5	KPNA4
Q96KW7	KPNA4 hCG_17225
H7BZW6	SAP18
O00422	SAP18 GIG38
U3KPY7	SAP18
U3KQ12	SAP18
A0A024QZS4	PPIF hCG_22611
H0Y548	PPIF
P30405	PPIF CYP3
R4GN99	PPIF
G3V4C6	RTRAF
G3V4E7	RTRAF
H0YJB9	RTRAF
Q9Y224	RTRAF C14orf166 CGI-99
A0A024RD99	GRSF1 hCG_17000
F5H5I6	GRSF1
H0Y8R1	GRSF1
H0YAK1	GRSF1
H0YAM1	GRSF1
Q12849	GRSF1
F8VTQ5	HNRNPA1
F8VYN5	HNRNPA1
F8VZ49	HNRNPA1
F8W646	HNRNPA1
F8W6I7	HNRNPA1
H0YH80	HNRNPA1
P09651	HNRNPA1 HNRPA1
B7ZKM6	UACA
B7ZKM7	UACA
F5H2B9	UACA
H0YMI1	UACA
H0YN48	UACA
H0YNH8	UACA
Q05DB3	UACA
Q9BZF9	UACA KIAA1561
Q13541	EIF4EBP1
A0A1B0GTA6	ASAH1
A0A1B0GTD4	ASAH1
A0A1B0GTM3	ASAH1
A0A1B0GTP7	ASAH1
A0A1B0GTQ7	ASAH1
A0A1B0GTX9	ASAH1
A0A1B0GTZ5	ASAH1
A0A1B0GU06	ASAH1
A0A1B0GU62	ASAH1
A0A1B0GU70	ASAH1
A0A1B0GUA4	ASAH1
A0A1B0GUB3	ASAH1
A0A1B0GUE3	ASAH1
A0A1B0GUG1	ASAH1
A0A1B0GUH5	ASAH1
A0A1B0GUJ2	ASAH1
A0A1B0GUJ3	ASAH1
A0A1B0GUP1	ASAH1
A0A1B0GUQ5	ASAH1
A0A1B0GUW4	ASAH1
A0A1B0GV06	ASAH1
A0A1B0GV88	ASAH1
A0A1B0GV95	ASAH1
A0A1B0GVA3	ASAH1
A0A1B0GVA8	ASAH1
A0A1B0GVC9	ASAH1
A0A1B0GVE7	ASAH1
A0A1B0GVG2	ASAH1
A0A1B0GVJ1	ASAH1
A0A1B0GVL2	ASAH1
A0A1B0GVY5	ASAH1
A0A1B0GW30	ASAH1
A0A1B0GW48	ASAH1
A0A1B0GW66	ASAH1
A0A1B0GW68	ASAH1
A0A1B0GWC9	ASAH1
B1B5P6	ASAH1
B1B5P7	ASAH1
B1B5Q0	ASAH1
B1B5Q2	ASAH1
B1B5Q3	ASAH1
B1B5Q8	ASAH1
B1B5Q9	ASAH1
B1B5R8	ASAH1
B1B5R9	ASAH1
B1B5S5	ASAH1
B1B5S6	ASAH1
B1B5S7	ASAH1
B1B5S8	ASAH1
B1B5T0	ASAH1
B1B5T7	ASAH1
D3DSQ1	ASAH1 hCG_28255
E7EMM4	ASAH1
Q13510	ASAH1 ASAH HSD-33 HSD33
A0A024R2G7	RPL32 hCG_28313
D3YTB1	RPL32
D3YTI8	RPL32
F8W727	RPL32
P62910	RPL32 PP9932
I3L3D5	PFN1
K7EJ44	PFN1 hCG_32691
P07737	PFN1
B3KUS0	SLC12A4 hCG_2039906
I3L1N8	SLC12A4
I3L4N6	SLC12A4
J3QKM4	SLC12A4
J3QRE2	SLC12A4
J3QSF2	SLC12A4
Q9UP95	SLC12A4 KCC1
A0A024RCR5	BRD2 hCG_17503
A0A0G2JHL0	BRD2
A0A0G2JHN8	BRD2
A0A0G2JK44	BRD2
A0A140T9E9	BRD2
A0A140T9F7	BRD2
A0A140T9I1	BRD2
A0A140T9V2	BRD2
A0A140T9X8	BRD2
E9PIQ3	BRD2
E9PKQ9	BRD2
H0Y6K2	BRD2
H0Y799	BRD2
H0YDJ7	BRD2
J3QR72	BRD2
P25440	BRD2 KIAA9001 RING3
U3KPW0	BRD2
U3KQA6	BRD2
X5CF57	BRD2
E7EQR4	EZR
P15311	EZR VIL2
Q6NUR7	EZR
C9JPE1	SLC25A20
F8WEF6	SLC25A20
O43772	SLC25A20 CAC CACT
J3QSX4	BUB3
J3QT28	BUB3
O43684	BUB3
H3BNI9	CSNK2A2
H3BSA1	CSNK2A2
H3BV19	CSNK2A2
P19784	CSNK2A2 CK2A2
D3DPU2	CAP1 hCG_2033246
L8EAI0	CAP1
Q01518	CAP1 CAP
Q13114	TRAF3 CAP1 CRAF1
Q5T0R1	CAP1
Q5T0R2	CAP1
Q5T0R3	CAP1
Q5T0R4	CAP1
Q5T0R5	CAP1
Q5T0R6	CAP1
Q5T0R7	CAP1
Q5T0R8	CAP1
Q5T0R9	CAP1
Q5T0S3	CAP1
A0A024R488	WDFY1 hCG_2012548
C9JJ54	WDFY1
L8E905	WDFY1
Q8IWB7	WDFY1 FENS1 KIAA1435 WDF1 ZFYVE17
A0A0S2Z4E7	NONO
A0A0S2Z4Z9	NONO
C9IZL7	NONO
C9J4X2	NONO
C9JJ13	NONO
C9JYS8	NONO
H7C367	NONO
Q15233	NONO NRB54
H0YKH6	CERS2
H0YLQ6	CERS2
H0YNU7	CERS2
Q5SZE1	CERS2
Q5SZE2	CERS2
Q5SZE3	CERS2
Q5SZE4	CERS2
Q96G23	CERS2 LASS2 TMSG1
A0A087WY71	AP2M1
C9JGT8	AP2M1
C9JJ47	AP2M1
C9JJD3	AP2M1
C9JPV8	AP2M1
C9JTK4	AP2M1
E9PFW3	AP2M1
H7C4C3	AP2M1
Q96CW1	AP2M1 CLAPM1 KIAA0109
A0A0A0MRE1	EXOC7
A0A0A0MSB8	EXOC7
B4DJ07	EXOC7
B5MCY9	EXOC7 hCG_40887
C9JKC2	EXOC7
C9JME6	EXOC7
K7ENP8	EXOC7
K7ERQ5	EXOC7
Q5G0E1	EXOC7
Q96BU6	EXOC7
Q9UPT5	EXOC7 EXO70 KIAA1067
Q96GA3	LTV1 C6orf93
B9EG90	TOP1
P11387	TOP1
Q6NWZ5	TOP1
Q6PK95	TOP1
H3BRL3	UBFD1
H3BUM8	UBFD1
O14562	UBFD1 UBPH
J3KRY4	FTSJ3
J3KS36	FTSJ3
J3KS74	FTSJ3
J3QKT6	FTSJ3
J3QR05	FTSJ3
J3QRS5	FTSJ3
J3QSE2	FTSJ3
Q8IY81	FTSJ3 SB92
A0A1W2PQM2	TUBA1C
F5H5D3	TUBA1C
F8VRK1	TUBA1C
F8VS66	TUBA1C
H0YHV2	TUBA1C
Q8N532	TUBA1C
Q9BQE3	TUBA1C TUBA6
Q9H0U9	TSPYL1 TSPYL
A0A024RAN2	CAST hCG_2016526
A0A0A0MR45	CAST
A0A0C4DGB5	CAST
A0A0C4DGD1	CAST
A0A1S5UZ18	CAST
A0A3G1T4K9	CAST
B7Z574	CAST
D6RAA8	CAST
D6RBR1	CAST
D6RBZ8	CAST
D6RC54	CAST
D6RGF7	CAST
E7EN75	CAST
E7EQ12	CAST
E7EQA0	CAST
E7EQK6	CAST
E7ES10	CAST
E7EVY3	CAST
E9PCH5	CAST
E9PDE4	CAST
E9PSG1	CAST
F8W7E0	CAST
H0Y7F0	CAST
H0Y944	CAST
H0Y9H6	CAST
H0YA91	CAST
H0YD33	CAST
O15446	CD3EAP ASE1 CAST PAF49
P20810	CAST
Q13940	CAST
Q6AZE3	CAST
Q86YM9	CAST
C9J0Y1	NFE2L2
C9J1A8	NFE2L2
C9J3K4	NFE2L2
C9JBM0	NFE2L2
C9JFL6	NFE2L2
E2I973	NFE2L2
H7C498	NFE2L2
K7EIW5	NFE2L2
K7ER33	NFE2L2
Q16236	NFE2L2 NRF2
A0A024R9T6	SLAIN2 hCG_17415
D6REM5	SLAIN2
D6RIF6	SLAIN2
H0Y9L2	SLAIN2
Q9P270	SLAIN2 KIAA1458
J3KS15	MRPL58
J3QRF8	MRPL58
Q14197	MRPL58 DS1 ICT1
A0A024RCW3	RPL10A hCG_17660
P62906	RPL10A NEDD6
Q1JQ76	RPL10A
A0A087WVI9	HNRNPU
A0A087WZF3	HNRNPU
A0A1W2PNG3	HNRNPU
A0A1W2PP22	HNRNPU
A0A1W2PP34	HNRNPU
A0A1W2PP35	HNRNPU
A0A1W2PPE9	HNRNPU
A0A1W2PPH7	HNRNPU
A0A1W2PPL4	HNRNPU
A0A1W2PPS1	HNRNPU
A0A1W2PQ74	HNRNPU
A0A1W2PQD4	HNRNPU
A0A1W2PQL0	HNRNPU
A0A1W2PRI6	HNRNPU
A0A1W2PRZ7	HNRNPU
A0A1X7SBS1	HNRNPU
Q00839	HNRNPU C1orf199 HNRPU SAFA U21.1
Q5RI18	HNRNPU
A0A0A0MRH0	NLE1
K7EK23	NLE1
K7EN33	NLE1
K7ERN7	NLE1
Q9NVX2	NLE1 HUSSY-07
B0YIW5	ARCN1 hCG_40220
B0YIW6	ARCN1 hCG_40220
E9PK34	ARCN1
P48444	ARCN1 COPD
Q6P1Q5	ARCN1
Q9Y333	LSM2 C6orf28 G7B
F8WBH7	PSMG1
H7C3B4	PSMG1
O95456	PSMG1 C21LRP DSCR2 PAC1
A0A024R7F1	PRKCSH hCG_29964
A0A0C4DGP4	PRKCSH
A0A0S2Z4A0	PRKCSH
A0A0S2Z4D8	PRKCSH
A0A0S2Z4W7	PRKCSH
A2VCQ4	PRKCSH
K7EIP3	PRKCSH
K7EJ70	PRKCSH
K7EKX1	PRKCSH
K7EL27	PRKCSH
K7ELL7	PRKCSH
K7EPW7	PRKCSH
P14314	PRKCSH G19P1
A0A0C4DH80	STT3A
E9PI32	STT3A
E9PN73	STT3A
H0YET6	STT3A
P46977	STT3A ITM1 TMC
A0A087WV51	CNN2
A0A087X1X5	CNN2
A0A087X271	CNN2
B2RWM5	CNN2
B4DDF4	CNN2
B4DUT8	CNN2
H3BQH0	CNN2
H3BVI6	CNN2
K7ES69	CNN2
Q6FHC3	CNN2
Q6FHE4	CNN2
Q99439	CNN2
U3KPS3	CNN2
E9PAU3	NASP
E9PI86	NASP
E9PJQ2	NASP
E9PKR5	NASP
E9PNB5	NASP
E9PPQ8	NASP
E9PPR5	NASP
E9PQG5	NASP
E9PRH9	NASP
H0YDS9	NASP
H0YF33	NASP
P49321	NASP
Q5T624	NASP
Q5T626	NASP hCG_40880
Q6PJY7	NASP
Q9P1N1	NASP hCG_40880
D6R9G4	RAI14
D6R9G6	RAI14
D6RB25	RAI14
D6RB27	RAI14
D6RBW6	RAI14
D6RBY4	RAI14
D6RDL2	RAI14
D6RE17	RAI14
D6REL2	RAI14
D6RF74	RAI14
Q9P0K7	RAI14 KIAA1334 NORPEG
E9PLI6	EIF1AD
E9PNH5	EIF1AD
E9PQD0	EIF1AD
E9PS30	EIF1AD
E9PS76	EIF1AD
Q8N9N8	EIF1AD
A0A0C4DGB0	SCOC
Q9UIL1	SCOC SCOCO HRIHFB2072
E5RIP1	RPS20
E5RJX2	RPS20
G3XAN0	RPS20 hCG_40753
P60866	RPS20
P28482	MAPK1 ERK2 PRKM1 PRKM2
Q1HBJ4	MAPK1 hCG_32557
Q499G7	MAPK1
B8ZZZ7	SPATS2L DNAPTP6 hCG_1811464
C9IZC3	SPATS2L
C9J8M7	SPATS2L
C9JGM8	SPATS2L
C9JKE4	SPATS2L
C9JW67	SPATS2L
F2Z2S1	SPATS2L
F8VT91	SPATS2L
F8VZ02	SPATS2L
F8W6C2	SPATS2L
F8WAV0	SPATS2L
H7C2G5	SPATS2L
L8E8P7	SPATS2L
Q4ZFW0	SPATS2L DKFZP564A2416
Q9NUQ6	SPATS2L DNAPTP6 SP1224
J3KS79	BLMH
J3KSD8	BLMH
K7EMJ3	BLMH
K7ENH5	BLMH
K7ES02	BLMH
K7ESE8	BLMH
Q13867	BLMH
A0A087WY74	CSNK2A1
A0A2R8Y3W6	CSNK2A1
A0A2R8Y4D6	CSNK2A1
A0A2R8Y4H0	CSNK2A1
A0A2R8Y5A0	CSNK2A1
A0A2R8Y797	CSNK2A1
A0A2R8Y7T1	CSNK2A1
A0A2R8YCC9	CSNK2A1
A0A2R8YCK2	CSNK2A1
A0A2R8YD58	CSNK2A1
A0A2R8YDP2	CSNK2A1
A0A2R8YDY7	CSNK2A1
A0A2R8YEL7	CSNK2A1
A0A2R8YEW1	CSNK2A1
A0A2R8YF43	CSNK2A1
A0A2R8YF47	CSNK2A1
A0A2R8YFU2	CSNK2A1
B5BUH5	CSNK2A1
E7EU96	CSNK2A1
P68400	CSNK2A1 CK2A1
Q5U5J2	CSNK2A1
V9GY80	CSNK2A1
V9GYA2	CSNK2A1
V9GYW6	CSNK2A1
A0A087WYW6	CCDC47
J3KRX4	CCDC47
Q96A33	CCDC47 GK001 MSTP041 PSEC0077
E9PF05	SUMF1
F5GXA0	SUMF1
Q8NBK3	SUMF1 PSEC0152 UNQ3037/PRO9852
I3L397	EIF5A
I3L504	EIF5A
P63241	EIF5A
Q8WXQ9	EIF5A1 EIF5A
A0A024RB09	RAB5B hCG_25009
F8VPW9	RAB5B
F8VUA5	RAB5B
F8VVZ0	RAB5B
F8VWZ7	RAB5B
P61020	RAB5B
Q6FI54	RAB5B
B2RDW1	RPS27A HEL112 hCG_1987923
J3QTR3	RPS27A
P62979	RPS27A UBA80 UBCEP1
Q49A90	RPS27A
Q5RKT7	RPS27A
Q8WYN9	RPS27A
B7ZAR1	CCT5
D6RIZ7	CCT5
E7ENZ3	CCT5
E9PCA1	CCT5
H0Y914	CCT5
H0Y958	CCT5
P48643	CCT5 CCTE KIAA0098
A0A0G2JL95	IDH3A
H0YKD0	IDH3A
H0YL05	IDH3A
H0YL72	IDH3A
H0YLF8	IDH3A
H0YLI6	IDH3A
H0YM46	IDH3A
H0YM64	IDH3A
H0YMU3	IDH3A
H0YMY5	IDH3A
H0YNF5	IDH3A
H0YNF8	IDH3A
P50213	IDH3A
Q68D72	IDH3A DKFZp686A08194
Q9H326	IDH3A
Q14566	MCM6
Q4ZG57	MCM6
Q53T61	MCM6
P62072	TIMM10 TIM10
B2R4R0	HIST1H4L HIST1H4H HIST1H4J hCG_1640981
Q0VAS5	HIST1H4H
Q15785	TOMM34 URCC3
A0A2I7N9Y9	SRSF1
J3KSR8	SRSF1
J3KSW7	SRSF1
J3KTL2	SRSF1 SFRS1 hCG_1774411
J3QQV5	SRSF1 SFRS1 hCG_1774411
Q07955	SRSF1 ASF SF2 SF2P33 SFRS1 OK/SW-cl.3
A0A024R861	PPP6C hCG_29657
A0A0S2Z482	PPP6C
O00743	PPP6C PPP6
Q5T1S7	PPP6C
A0A090N8G0	GARS tcag7.674
F8WCK4	GARS
H7C443	GARS
P41250	GARS
Q75MN1	GARS
A0A024R580	CAPN1 hCG_23396
A0A024R5A3	CAPN1 hCG_23396
E9PIA9	CAPN1
E9PJA6	CAPN1
E9PJJ3	CAPN1
E9PL37	CAPN1
E9PLC9	CAPN1
E9PLX0	CAPN1
E9PMC6	CAPN1
E9PQB3	CAPN1
E9PRM1	CAPN1
E9PSA6	CAPN1
P07384	CAPN1 CANPL1 PIG30
A0A087WYB4	STOML2
F2Z2I8	STOML2
Q9UJZ1	STOML2 SLP2 HSPC108
C4TNW4	PTTG1
E5RJR4	PTTG1
O95997	PTTG1 EAP1 PTTG TUTR1
Q2VPE7	PTTG1
Q6IAL9	PTTG1 hCG_16307
A0A024R2T1	GPX1 hCG_20134
A0A087WUQ6	GPX1
A0A2R8Y6B6	GPX1
P07203	GPX1
Q6NSD4	GPX1
Q7L4Q3	GPX1
X5D926	GPX1
X5DQZ7	GPX1
A0A384MDW7	ECHS1 hCG_18928
P30084	ECHS1
E5RIS5	TVP23C TVP23B TVP23C-CDRT4
I3L376	TVP23B
J3KS67	TVP23B
J3QL63	TVP23B
K7ENL4	TVP23B
Q9NYZ1	TVP23B FAM18B FAM18B1 CGI-148 NPD008
F5GX30	M6PR
F5GXE0	M6PR
F5GXU0	M6PR
F5H4U1	M6PR
F5H883	M6PR
H0YF90	M6PR
H0YFL0	M6PR
H0YFY9	M6PR
H0YGE9	M6PR
H0YGT2	M6PR
P20645	M6PR MPR46 MPRD
Q6I9U3	M6PR
A0A024R878	ENG hCG_18549
F5GX88	ENG
P17813	ENG END
Q5T9B9	ENG hCG_18549
Q96CG0	ENG
B7ZW00	COL6A3
C9JNG9	COL6A3
D9ZGF2	COL6A3
E7ENL6	COL6A3
I3L392	COL6A3
P12111	COL6A3
A0A024R972	LAMC1 hCG_40729
P11047	LAMC1 LAMB2
Q6NVY8	LAMC1
R4GNC7	LAMC1
A0A024RAI1	ACTR3 hCG_26669
B4DXW1	ACTR3
F8WDR7	ACTR3
F8WE84	ACTR3
F8WEW2	ACTR3
P61158	ACTR3 ARP3
A0A024R994	CPNE3 hCG_17274
A0A087WUS8	CPNE3
A0A087WXR6	CPNE3
A0A087WYQ3	CPNE3
A0A0G2JMP5	CPNE3
E5RFT7	CPNE3
E5RHZ0	CPNE3
H0YB26	CPNE3
O75131	CPNE3 CPN3 KIAA0636
Q05DL8	CPNE3
A8MXL6	SEC13
C9J0S2	SEC13
C9JBJ5	SEC13
C9JIB6	SEC13
E7ERC8	SEC13
P55735	SEC13 D3S1231E SEC13A SEC13L1 SEC13R
A6NHK2	SNRPE
P62304	SNRPE
F8VQQ8	UBE2N
F8VSD4	UBE2N
F8VV71	UBE2N
F8VZ29	UBE2N
P61088	UBE2N BLU
V9HW41	HEL-S-71 UBE2N hCG_38950
D6RF24	METAP1
H0Y903	METAP1
H0Y955	METAP1
H0Y9L0	METAP1
H0YAI3	METAP1
P53582	METAP1 KIAA0094
A0A024QZF2	RRAS hCG_21124
P10301	RRAS
A8K4W0	RPS3A
B7Z3M5	RPS3A
D6R9B6	RPS3A hCG_2026261
D6RAS7	RPS3A
D6RAT0	RPS3A
D6RB09	RPS3A
D6RED7	RPS3A
D6RG13	RPS3A
D6RGE0	RPS3A
D6RI02	RPS3A
E9PFI5	RPS3A
H0Y8L7	RPS3A
H0Y9Y4	RPS3A
P61247	RPS3A FTE1 MFTL
Q6NXR8	RPS3A
E9PLD0	RAB1B
Q6FIG4	RAB1B
Q92927	rab1b
Q9H0U4	RAB1B
Q9BWJ5	SF3B5 SF3B10
Q8WVY7	UBLCP1
A0A024QZT7	KDELR2 hCG_15972
H7BYF7	KDELR2
P33947	KDELR2 ERD2.2
H3BNT7	PSMD7
H3BQV2	PSMD7
H3BTM8	PSMD7
P51665	PSMD7 MOV34L
P29966	MARCKS MACS PRKCSL
Q05C82	MARCKS
Q6NVI1	MARCKS
C9J8H1	ATP6V1E1
P36543	ATP6V1E1 ATP6E ATP6E2
Q53Y06	ATP6V1E1 hCG_21530
A0A0A0MRQ5	PRDX1
A0A0A0MSI0	PRDX1
Q06830	PRDX1 PAGA PAGB TDPX2
A0A3B3ISG3	ITM2B
A0A3B3ITP9	ITM2B
A0A3B3IU60	ITM2B
A0A3B3IUC0	ITM2B
Q9Y287	ITM2B BRI BRI2
U3KQ52	ITM2B
U3KQL7	ITM2B
A0A0G2JJQ6	FLOT1
A0A140T905	FLOT1
A0A140T907	FLOT1
A0A140T910	FLOT1
A0A140T957	FLOT1
A0A140T959	FLOT1
A0A140T974	FLOT1
A0A140T9B1	FLOT1
A0A140T9C3	FLOT1
